From,Destination,Service Class,Via Place,Time,Slot Label,District,State,Population_Millions,Urbanisation Level,Region_Type,Interstate_Flag,Start,End,Urban_Level_Num,Interstate_Flag_Num
Mangaluru,Bengaluru,Express,Mysuru,09:45:00,6 AM - 10 AM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,06:00:00,10:00:00,5,0
Mangaluru,Kateelu,Limited,Surathkal,09:47:00,6 AM - 10 AM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,06:00:00,10:00:00,4,0
Mangaluru,Mudipu,Limited,Thokkottu,09:50:00,6 AM - 10 AM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,06:00:00,10:00:00,4,0
Mangaluru,Vitla,Ordinary,Farangipete,09:50:00,6 AM - 10 AM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,06:00:00,10:00:00,4,0
Mangaluru,Mudipu,Limited,Thokkottu,09:55:00,6 AM - 10 AM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,06:00:00,10:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",09:57:00,6 AM - 10 AM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,06:00:00,10:00:00,1,1
Mangaluru,Shivamogga,Express,"BC Road, Belthangadi",10:00:00,10 AM - 2 PM,Shimoga,Karnataka,2,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:00:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Savadatti Yallamma,Express,Kumta,10:00:00,10 AM - 2 PM,Belagavi,Karnataka,5.44,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Channarayapatna,Express,Sakleshpura,10:00:00,10 AM - 2 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,10:00:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Subramanya,Limited,Uppinangadi,10:00:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Bengaluru,Express,Mysuru,10:00:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Bengaluru,Volvo,Mysuru,10:00:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Dharmasthala,Express,"BC Road, Belthangadi",10:00:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:03:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",10:05:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:06:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:09:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Mudipu,Limited,Thokkottu,10:10:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Uppinangady,Limited,Uppinangadi,10:10:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:12:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kadur,Express,"BC Road, Belthangadi",10:15:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:15:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Bengaluru,Express,Sakleshpura,10:15:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Bengaluru,Express,Mysuru,10:15:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:18:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Mudipu,Limited,Thokkottu,10:20:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Shishila,Ordinary,Uppinangadi,10:20:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Puttur,Express,B.C.Road,10:20:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:21:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:24:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",10:25:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:27:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kadur,Express,"BC Road, Belthangadi",10:30:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0
Mangaluru,Polali,Ordinary,Thokkottu,10:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:30:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Hubballi,Express,Kumta,10:30:00,10 AM - 2 PM,Dharwad,Karnataka,2.1,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0
Mangaluru,Bengaluru,Express,Sakleshpura,10:30:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Subramanya,Limited,Uppinangadi,10:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Udupi,Mysuru,Express,Madikeri,10:30:00,10 AM - 2 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:36:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:39:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:42:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:45:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:45:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Belagavi,Express,Kumta,10:45:00,10 AM - 2 PM,Belagavi,Karnataka,5.44,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Subramanya,Limited,Uppinangadi,10:45:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Dharmasthala,Express,"BC Road, Belthangadi",10:45:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:48:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Mudipu,Limited,Thokkottu,10:50:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:51:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:54:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",10:57:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Shivamogga,Express,"BC Road, Belthangadi",11:00:00,10 AM - 2 PM,Shimoga,Karnataka,2,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:00:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Gokarna,Express,Kumta,11:00:00,10 AM - 2 PM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,10:00:00,14:00:00,2,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,11:00:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Bengaluru,Express,Sakleshpura,11:00:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Subramanya,Limited,Uppinangadi,11:00:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Virajpet,Express,Madikeri,11:00:00,10 AM - 2 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,10:00:00,14:00:00,0,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:03:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:06:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:09:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:12:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:15:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Subramanya,Karwar,Express,Kumta,11:15:00,10 AM - 2 PM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,10:00:00,14:00:00,2,0
Kundapura,Mysuru,Express,Madikeri,11:15:00,10 AM - 2 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,B.C.Road,Express,Farangipete,11:15:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:18:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Mudipu,Limited,Thokkottu,11:20:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:21:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:24:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",11:25:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:27:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kadur,Express,"BC Road, Belthangadi",11:30:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0
Mangaluru,Mudipu,Limited,Thokkottu,11:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Adyar Padavu,Limited,Padil,11:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:30:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Dharmasthala,Karwar,Express,Kumta,11:30:00,10 AM - 2 PM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,10:00:00,14:00:00,2,0
Mangaluru,Subrahmanya,Limited,Uppinangadi,11:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Madikeri,Express,Puttur,11:30:00,10 AM - 2 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,10:00:00,14:00:00,0,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:34:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Dharmasthala,Express,"BC Road, Belthangadi",11:35:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:38:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Bengaluru,Express,Sakleshpura,11:40:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:42:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Bengaluru,Volvo,Mysuru,11:45:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:46:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",11:50:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:50:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",11:55:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Birur,Express,"BC Road, Belthangadi",12:00:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0
Mangaluru,Rehamathnagar,Limited,Thokkottu,12:00:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Tirupati,Multi Axle,Sakleshpura,12:00:00,10 AM - 2 PM,Tirupati,Andhra Pradesh,2.2,High,Mid Urban,Yes,10:00:00,14:00:00,4,1
Mangaluru,Holenarasipur ,Express,Sakleshpura,12:00:00,10 AM - 2 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0
Kundapura,Mysuru,Express,Madikeri,12:00:00,10 AM - 2 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",12:10:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Mudipu,Limited,Thokkottu,12:15:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Belagavi,Express,Kumta,12:15:00,10 AM - 2 PM,Belagavi,Karnataka,5.44,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Hassan,Express,"BC Road, Belthangadi",12:30:00,10 AM - 2 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0
Mangaluru,Mudipu,Limited,Thokkottu,12:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Bengaluru,Rajahamsa,Sakleshpura,12:30:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Madikeri,Express,Puttur,12:30:00,10 AM - 2 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,10:00:00,14:00:00,0,0
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",12:35:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kadur,Express,"BC Road, Belthangadi",12:45:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0
Mangaluru,Kateelu,Ordinary,Thokkottu,12:45:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Mumbai,Multi Axle,Kumta,12:45:00,10 AM - 2 PM,Mumbai Suburban,Maharashtra,10.4,Very High,Top Urban,Yes,10:00:00,14:00:00,5,1
Mangaluru,Arsikere,Express,Sakleshpura,12:45:00,10 AM - 2 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0
Mangaluru,Kutta,Express,Puttur,12:45:00,10 AM - 2 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,10:00:00,14:00:00,0,0
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",12:50:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Mudipu,Limited,Thokkottu,12:50:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Chikkamagaluru,Express,"BC Road, Belthangadi",13:00:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0
Mangaluru,Ghatterga,Express,Kumta,13:00:00,10 AM - 2 PM,Gulbarga,Karnataka,2.92,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Bengaluru,Express,Sakleshpura,13:00:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Bengaluru,Multi Axle,Sakleshpura,13:00:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Subramanya,Limited,Uppinangadi,13:00:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Uppinangady,Limited,Uppinangadi,13:15:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Mysuru,Express,Madikeri,13:15:00,10 AM - 2 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Parapu,Limited,Thokkottu,13:20:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Somwarpet,Express,Sakleshpura,13:20:00,10 AM - 2 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,10:00:00,14:00:00,0,0
Hubballi,Dharmasthala,Express,"BC Road, Belthangadi",13:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kadur,Express,"BC Road, Belthangadi",13:30:00,10 AM - 2 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,10:00:00,14:00:00,1,0
Mangaluru,Mudipu,Limited,Thokkottu,13:30:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mysuru,Gokarna,Express,Kumta,13:30:00,10 AM - 2 PM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,10:00:00,14:00:00,2,0
Mangaluru,Dharmasthala,Limited,"BC Road, Belthangadi",13:45:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Hassan,Express,"BC Road, Belthangadi",13:45:00,10 AM - 2 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,10:00:00,14:00:00,3,0
Mangaluru,Bengaluru,Express,Sakleshpura,13:45:00,10 AM - 2 PM,Bangalore ,Karnataka,10.96,Very High,Top Urban,No,10:00:00,14:00:00,5,0
Mangaluru,Subramanya,Limited,Uppinangadi,13:45:00,10 AM - 2 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,10:00:00,14:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",13:57:00,10 AM - 2 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,10:00:00,14:00:00,1,1
Mangaluru,Kadur,Express,"BC Road, Belthangadi",14:00:00,2 PM - 6 PM,Chikmagalur,Karnataka,1.3,Low,Mid Rural,No,14:00:00,18:00:00,1,0
Mangaluru,Mudipu,Limited,Thokkottu,14:00:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:00:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
Mangaluru,Belagavi,Express,Kumta,14:00:00,2 PM - 6 PM,Belagavi,Karnataka,5.44,Very High,Top Urban,No,14:00:00,18:00:00,5,0
Mangaluru,Tirupati,Multi Axle,Sakleshpura,14:00:00,2 PM - 6 PM,Tirupati,Andhra Pradesh,2.2,High,Mid Urban,Yes,14:00:00,18:00:00,4,1
Mangaluru,Holenarasipur ,Express,Sakleshpura,14:00:00,2 PM - 6 PM,Hassan,Karnataka,2.02,Moderate,Semi Urban,No,14:00:00,18:00:00,3,0
Kundapura,Mysuru,Rajahamsa,Madikeri,14:00:00,2 PM - 6 PM,Mysore,Karnataka,3.42,Very High,Top Urban,No,14:00:00,18:00:00,5,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:03:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:06:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:09:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:12:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
Karwar,Dharmasthala,Express,"BC Road, Belthangadi",14:15:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:15:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
Mangaluru,Gokarna,Volvo,Kumta,14:15:00,2 PM - 6 PM,Uttara Kannada,Karnataka,1.64,Medium,Semi Rural,No,14:00:00,18:00:00,2,0
Mysuru,Kundapura,Express,Udupi,14:15:00,2 PM - 6 PM,Udupi,Karnataka,1.34,Low,Mid Rural,No,14:00:00,18:00:00,1,0
Mangaluru,Madikeri,Express,Puttur,14:15:00,2 PM - 6 PM,Kodagu,Karnataka,0.63,Very Low,Top Rural,No,14:00:00,18:00:00,0,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:18:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:21:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:24:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
Mangaluru,Rehamathnagar,Limited,Thokkottu,14:25:00,2 PM - 6 PM,Dakshina Kannada,Karnataka,2.38,High,Mid Urban,No,14:00:00,18:00:00,4,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:27:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
Mangaluru,Hosadurga,Express,"BC Road, Belthangadi",14:30:00,2 PM - 6 PM,Chitradurga,Karnataka,1.89,Medium,Semi Rural,No,14:00:00,18:00:00,2,0
Mangaluru,Kasaragod,Limited,"Thokkottu, Kumble",14:30:00,2 PM - 6 PM,Kasaragod,Kerala,1.36,Low,Mid Rural,Yes,14:00:00,18:00:00,1,1
